encoded_data
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.6886675999999999
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.6176924
70.8817
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
0.641223
0.6176924
